blinded_case_id,sample_bucket,assertion_id,gene,variant_identifier,baseline_condition_label,followup_condition_label,domain,CAB_regime,CAB_routing_action,reason_code,evidence_fields_shown_to_adjudicator,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,recommended_adjudication_question,expected_expert_decision_category,endpoint_status_hidden_shown_flag
CABCASE_68C1092210,high-risk future-drift predicted,CANCER_142188,ATM,CANCER_142188,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_E782619371,high-risk future-drift predicted,CANCER_234089,ATM,CANCER_234089,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_CBFC41046D,high-risk future-drift predicted,ARR_1254662,SCN5A,ARR_1254662,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,contextual_repair,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,hidden_blinded_version
CABCASE_D3D486339D,high-risk future-drift predicted,CANCER_651982,CDH1,CANCER_651982,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_C3EEB527B0,high-risk future-drift predicted,CANCER_17079,MLH1,CANCER_17079,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_7B2BA8CB61,high-risk future-drift predicted,CANCER_90529,MSH2,CANCER_90529,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_374331AC8A,high-risk future-drift predicted,CANCER_126746,PALB2,CANCER_126746,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,hidden_blinded_version
CABCASE_583F5BDD70,high-risk future-drift predicted,CM_1693214,DSP,CM_1693214,,[hidden_for_adjudication],cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_AA107D86F0,high-risk future-drift predicted,CANCER_90107,MLH1,CANCER_90107,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_95A8B2F8B0,high-risk future-drift predicted,CM_1450068,FLNC,CM_1450068,,[hidden_for_adjudication],cardiomyopathy,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_F85B046F63,high-risk future-drift predicted,ARR_987436,SCN5A,ARR_987436,,[hidden_for_adjudication],inherited_arrhythmia,nonspecific_underresolved,disease_specific_review,source identity accepted but phenotype label is broad/unknown/underresolved,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_E5F2A15794,high-risk future-drift predicted,CANCER_265513,ATM,CANCER_265513,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,hidden_blinded_version
CABCASE_03F342394F,high-risk future-drift predicted,CANCER_89994,MLH1,CANCER_89994,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_8EC3B6F6F2,high-risk future-drift predicted,CM_1072294,DSP,CM_1072294,,[hidden_for_adjudication],cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_683614EC5D,high-risk future-drift predicted,CANCER_9244,PMS2,CANCER_9244,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_6AC4FF3048,high-risk future-drift predicted,CANCER_280032,PTEN,CANCER_280032,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
